input_url,http_status,final_url,status,product_url,notes
https://sunhouse.com.vn/search/UTM-CB.SX01MT-B,200,https://sunhouse.com.vn/search/UTM-CB.SX01MT-B,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX01-B,200,https://sunhouse.com.vn/search/UTM-CB.SX01-B,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72065-T,200,https://sunhouse.com.vn/search/UTM72065-T,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72075-MMT,200,https://sunhouse.com.vn/search/UTM72075-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX02MT-B,200,https://sunhouse.com.vn/search/UTM-CB.SX02MT-B,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72055-TMT,200,https://sunhouse.com.vn/search/UTM72055-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72045-TMD,200,https://sunhouse.com.vn/search/UTM72045-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72043-T1,200,https://sunhouse.com.vn/search/UTM72043-T1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82392-T,200,https://sunhouse.com.vn/search/UTM82392-T,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82402-MMT,200,https://sunhouse.com.vn/search/UTM82402-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82412-M,200,https://sunhouse.com.vn/search/UTM82412-M,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82382-TMT,200,https://sunhouse.com.vn/search/UTM82382-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72055-TMT1,200,https://sunhouse.com.vn/search/UTM72055-TMT1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-2055,200,https://sunhouse.com.vn/search/SHB5HM-2055,unknown,,no signals found
https://sunhouse.com.vn/search/UTM82372-TMD,200,https://sunhouse.com.vn/search/UTM82372-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-68TURBO,200,https://sunhouse.com.vn/search/SHB5HM-68TURBO,unknown,,no signals found
https://sunhouse.com.vn/search/UTM83232-M,200,https://sunhouse.com.vn/search/UTM83232-M,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-2085,200,https://sunhouse.com.vn/search/SHB5HM-2085,unknown,,no signals found
https://sunhouse.com.vn/search/UTM83222-MMT,200,https://sunhouse.com.vn/search/UTM83222-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-2025,200,https://sunhouse.com.vn/search/SHB5HM-2025,unknown,,no signals found
https://sunhouse.com.vn/search/UTM83202-TMT,200,https://sunhouse.com.vn/search/UTM83202-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX02-CT1,200,https://sunhouse.com.vn/search/UTM-CB.SX02-CT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83212-T,200,https://sunhouse.com.vn/search/UTM83212-T,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83192-TMD,200,https://sunhouse.com.vn/search/UTM83192-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX02MT-CT1,200,https://sunhouse.com.vn/search/UTM-CB.SX02MT-CT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83182-M,200,https://sunhouse.com.vn/search/UTM83182-M,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX01MT-AT1,200,https://sunhouse.com.vn/search/UTM-CB.SX01MT-AT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM-CB.SX01-AT1,200,https://sunhouse.com.vn/search/UTM-CB.SX01-AT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72073-M1,200,https://sunhouse.com.vn/search/UTM72073-M1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83172-MMT,200,https://sunhouse.com.vn/search/UTM83172-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72063-MMT1,200,https://sunhouse.com.vn/search/UTM72063-MMT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83162-T,200,https://sunhouse.com.vn/search/UTM83162-T,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82362-M,200,https://sunhouse.com.vn/search/UTM82362-M,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72053-TMT1,200,https://sunhouse.com.vn/search/UTM72053-TMT1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83142-TMD,200,https://sunhouse.com.vn/search/UTM83142-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82352-MMT,200,https://sunhouse.com.vn/search/UTM82352-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72075-MMT1,200,https://sunhouse.com.vn/search/UTM72075-MMT1,not_found,,long not-found message
https://sunhouse.com.vn/search/ULTIMATE UTM72085-M,200,https://sunhouse.com.vn/search/ULTIMATE%20UTM72085-M,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82342-T,200,https://sunhouse.com.vn/search/UTM82342-T,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72033-TMD1,200,https://sunhouse.com.vn/search/UTM72033-TMD1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72065-T1,200,https://sunhouse.com.vn/search/UTM72065-T1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82332-TMT,200,https://sunhouse.com.vn/search/UTM82332-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-V8Turbo1,200,https://sunhouse.com.vn/search/SHB5HM-V8Turbo1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM72045-TMD1,200,https://sunhouse.com.vn/search/UTM72045-TMD1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83132-M,200,https://sunhouse.com.vn/search/UTM83132-M,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83122-MMT,200,https://sunhouse.com.vn/search/UTM83122-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5HM-V9Turbo1,200,https://sunhouse.com.vn/search/SHB5HM-V9Turbo1,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM82322-TMD,200,https://sunhouse.com.vn/search/UTM82322-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83102-TMT,200,https://sunhouse.com.vn/search/UTM83102-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83112-T,200,https://sunhouse.com.vn/search/UTM83112-T,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB720931,200,https://sunhouse.com.vn/search/SHB720931,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB720831,200,https://sunhouse.com.vn/search/SHB720831,not_found,,long not-found message
